ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
SMc02255	cytochrome ubiquinol oxidase subunit I(SM2011_RS17150)	Sinorhizobium meliloti 2011	GO:0019646~aerobic electron transport chain,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0070069~cytochrome complex,	GO:0009055~electron carrier activity,GO:0046872~metal ion binding,	IPR002585:Cytochrome d ubiquinol oxidase, subunit I,	PIRSF006446:cytochrome quinol oxidase, subunit 1,		KW-0813~Transport,	KW-0472~Membrane,		KW-0349~Heme,KW-0408~Iron,			REGION:Disordered,TRANSMEM:Helical,
SMa1220	cytochrome-c oxidase, cbb3-type subunit I(ccoN)	Sinorhizobium meliloti 2011	GO:0006119~oxidative phosphorylation,	GO:0016021~integral component of membrane,GO:0045278~plasma membrane respiratory chain complex IV,	GO:0004129~cytochrome-c oxidase activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR000883:Cytochrome c oxidase, subunit I,IPR004677:Cytochrome c oxidase cbb3-type, subunit I,IPR023615:Cytochrome c oxidase, subunit I, copper-binding site,IPR023616:Cytochrome c oxidase, subunit I domain,			KW-0249~Electron transport,KW-0679~Respiratory chain,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0186~Copper,KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,	KW-1278~Translocase,		METAL:Copper B; via pros nitrogen,METAL:Copper B; via tele nitrogen,METAL:Iron (high-spin heme b 2 axial ligand); via tele nitrogen,METAL:Iron (low-spin heme b 1 axial ligand); via tele nitrogen,TRANSMEM:Helical,
SMa0766	cytochrome-c oxidase, cbb3-type subunit II(ccoO)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0009055~electron carrier activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR003468:Cytochrome c oxidase, monohaem subunit/FixO,IPR009056:Cytochrome c domain,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0349~Heme,KW-0408~Iron,	KW-0560~Oxidoreductase,		DOMAIN:Cytochrome c,TRANSMEM:Helical,
SMa1216	cytochrome-c oxidase, cbb3-type subunit II(ccoO)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0009055~electron carrier activity,GO:0020037~heme binding,GO:0046872~metal ion binding,	IPR003468:Cytochrome c oxidase, monohaem subunit/FixO,IPR009056:Cytochrome c domain,				KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0349~Heme,KW-0408~Iron,	KW-0560~Oxidoreductase,		DOMAIN:Cytochrome c,TRANSMEM:Helical,
SMa1213	cytochrome-c oxidase, cbb3-type subunit III(ccoP)	Sinorhizobium meliloti 2011	GO:0006119~oxidative phosphorylation,GO:0006811~ion transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,GO:0070469~respiratory chain,	GO:0005506~iron ion binding,GO:0009055~electron carrier activity,GO:0020037~heme binding,	IPR004678:Cytochrome c oxidase cbb3-type, subunit III,IPR008168:Cytochrome c, class IC,IPR009056:Cytochrome c domain,	PIRSF000006:cytochrome c oxidase, cbb3 type, FixP subunit,		KW-0249~Electron transport,KW-0375~Hydrogen ion transport,KW-0406~Ion transport,KW-0679~Respiratory chain,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0677~Repeat,KW-0812~Transmembrane,KW-1133~Transmembrane helix,	KW-0349~Heme,KW-0408~Iron,KW-0479~Metal-binding,	KW-0560~Oxidoreductase,		BINDING:Heme C 1; covalent,BINDING:Heme C 2; covalent,DOMAIN:Cytochrome c 1,DOMAIN:Cytochrome c 2,METAL:Iron (heme C 1 axial ligand),METAL:Iron (heme C 2 axial ligand),TOPO_DOM:Cytoplasmic,TOPO_DOM:Periplasmic,TRANSMEM:Helical,
SM_b20239	dTDP-glucose 4,6-dehydratase(C770_RS32510)	Sinorhizobium meliloti GR4	GO:0033320~UDP-D-xylose biosynthetic process,GO:0042732~D-xylose metabolic process,		GO:0048040~UDP-glucuronate decarboxylase activity,GO:0070403~NAD+ binding,	IPR016040:NAD(P)-binding domain,							KW-0210~Decarboxylase,KW-0456~Lyase,		DOMAIN:NAD(P)-bd_dom,REGION:Disordered,
SM_b20611	dicarboxylate/amino acid:cation symporter(SM2011_RS14065)	Sinorhizobium meliloti 2011	GO:0006835~dicarboxylic acid transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015293~symporter activity,	IPR001991:Sodium:dicarboxylate symporter,IPR018107:Sodium:dicarboxylate symporter, conserved site,IPR023954:C4-dicarboxylate transport protein,			KW-0769~Symport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TOPO_DOM:Cytoplasmic,TOPO_DOM:Periplasmic,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=10,TRANSMEM:Helical; Name=11,TRANSMEM:Helical; Name=12,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,TRANSMEM:Helical; Name=7,TRANSMEM:Helical; Name=8,TRANSMEM:Helical; Name=9,
SMc01035	dihydrolipoyl dehydrogenase(lpdA)	Sinorhizobium meliloti 2011	GO:0045454~cell redox homeostasis,		GO:0004148~dihydrolipoyl dehydrogenase activity,GO:0050660~flavin adenine dinucleotide binding,	IPR004099:Pyridine nucleotide-disulphide oxidoreductase, dimerisation,IPR006258:Dihydrolipoamide dehydrogenase,IPR012999:Pyridine nucleotide-disulphide oxidoreductase, class I, active site,IPR016156:FAD/NAD-linked reductase, dimerisation,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	PIRSF000350:mercury(II) reductase, MerA type,					KW-0274~FAD,KW-0520~NAD,KW-0547~Nucleotide-binding,KW-0670~Pyruvate,		KW-1015~Disulfide bond,	ACT_SITE:Proton acceptor,BINDING:FAD,BINDING:NAD,BINDING:NAD; via amide nitrogen,DISULFID:Redox-active,DOMAIN:Pyr_redox_2,DOMAIN:Pyr_redox_dim,NP_BIND:FAD,NP_BIND:NAD,
SM_b20478	dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein(SM2011_RS08895)	Sinorhizobium meliloti 2011	GO:0015833~peptide transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0005524~ATP binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR013563:Oligopeptide/dipeptide ABC transporter, C-terminal,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,DOMAIN:ABC transporter,NP_BIND:ATP,TRANSMEM:Helical,
SMc03971	efflux RND transporter permease subunit(SM2011_RS28410)	Sinorhizobium meliloti 2011	GO:0042908~xenobiotic transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0015562~efflux transmembrane transporter activity,	IPR000731:Sterol-sensing domain,IPR001036:Acriflavin resistance protein,IPR004764:Hydrophobe/amphiphile efflux-1 HAE1,IPR027463:Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains,			KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				DOMAIN:SSD,TRANSMEM:Helical,
SM_b20049	elongation factor G(SM2011_RS06840)	Sinorhizobium meliloti 2011			GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding,	IPR000640:Translation elongation factor EFG, V domain,IPR000795:Elongation factor, GTP-binding domain,IPR005517:Translation elongation factor EFG/EF2, domain IV,IPR014721:Ribosomal protein S5 domain 2-type fold, subgroup,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00838:SM00838,SM00889:SM00889,	KW-0648~Protein biosynthesis,			KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0251~Elongation factor,		DOMAIN:EFG_C,DOMAIN:EFG_IV,
SMc01326	elongation factor Tu(tuf)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding,	IPR000795:Elongation factor, GTP-binding domain,IPR004160:Translation elongation factor EFTu/EF1A, C-terminal,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR004541:Translation elongation factor EFTu/EF1A, bacterial/organelle,IPR005225:Small GTP-binding protein domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0251~Elongation factor,		DOMAIN:Tr-type G,DOMAIN:tr-type G,NP_BIND:GTP,REGION:G1,REGION:G2,REGION:G3,REGION:G4,REGION:G5,
SMc01326	elongation factor Tu(tuf)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0003746~translation elongation factor activity,GO:0003924~GTPase activity,GO:0005525~GTP binding,	IPR000795:Elongation factor, GTP-binding domain,IPR004160:Translation elongation factor EFTu/EF1A, C-terminal,IPR004161:Translation elongation factor EFTu/EF1A, domain 2,IPR004541:Translation elongation factor EFTu/EF1A, bacterial/organelle,IPR005225:Small GTP-binding protein domain,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR009001:Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,		KW-0342~GTP-binding,KW-0547~Nucleotide-binding,	KW-0251~Elongation factor,		DOMAIN:Tr-type G,DOMAIN:tr-type G,NP_BIND:GTP,REGION:G1,REGION:G2,REGION:G3,REGION:G4,REGION:G5,
SMc04454	energy-dependent translational throttle protein EttA(ettA)	Sinorhizobium meliloti 2011	GO:0006412~translation,GO:0045900~negative regulation of translational elongation,	GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0005524~ATP binding,GO:0019843~rRNA binding,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043022~ribosome binding,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR022374:ABC transporter, ATP-binding protein, ChvD,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0648~Protein biosynthesis,	KW-0963~Cytoplasm,	KW-0677~Repeat,		KW-0378~Hydrolase,KW-0694~RNA-binding,		DOMAIN:ABC transporter,NP_BIND:ATP,NP_BIND:ATP 1,NP_BIND:ATP 2,REGION:PtIM,
SMc01235	excinuclease ABC subunit UvrA(uvrA)	Sinorhizobium meliloti 2011	GO:0006289~nucleotide-excision repair,GO:0009432~SOS response,	GO:0005737~cytoplasm,GO:0009380~excinuclease repair complex,	GO:0003677~DNA binding,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0009381~excinuclease ABC activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR004602:UvrABC system subunit A,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0227~DNA damage,KW-0228~DNA excision,KW-0234~DNA repair,KW-0742~SOS response,	KW-0963~Cytoplasm,	KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0067~ATP-binding,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,KW-0862~Zinc,	KW-0238~DNA-binding,KW-0267~Excision nuclease,KW-0378~Hydrolase,		DOMAIN:ABC transporter,DOMAIN:ABC transporter 1,DOMAIN:ABC transporter 2,NP_BIND:ATP,ZN_FING:C4-type,
SMc04225	extensin family protein(SM2011_RS24025)	Sinorhizobium meliloti 2011				IPR009683:Extensin-like, C-terminal,					KW-0732~Signal,				COMPBIAS:Polar residues,DOMAIN:Extensin-like_C,REGION:Disordered,
SMa1178	ferritin family protein(SM2011_RS03210)	Sinorhizobium meliloti 2011			GO:0016491~oxidoreductase activity,GO:0046872~metal ion binding,	IPR003251:Rubrerythrin,IPR009078:Ferritin-like superfamily,IPR012347:Ferritin-related,					KW-0175~Coiled coil,				DOMAIN:Rubrerythrin,
SMc03018	flagellar biosynthesis protein FlhB(flhB)	Sinorhizobium meliloti 2011	GO:0009306~protein secretion,GO:0044780~bacterial-type flagellum assembly,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR006135:Type III secretion system substrate exporter,IPR006136:Type III secretion system, flagellar biosynthetic protein, FlhB,			KW-0653~Protein transport,KW-0813~Transport,KW-1005~Bacterial flagellum biogenesis,KW-1006~Bacterial flagellum protein export,	KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REGION:Disordered,TRANSMEM:Helical,
SMc03036	flagellar type III secretion system pore protein FliP(fliP)	Sinorhizobium meliloti 2011	GO:0009306~protein secretion,GO:0044781~bacterial-type flagellum organization,	GO:0005886~plasma membrane,GO:0009425~bacterial-type flagellum basal body,GO:0016021~integral component of membrane,		IPR005837:Flagellar transport protein FliP,IPR005838:Type III secretion system inner membrane P protein,			KW-0653~Protein transport,KW-0813~Transport,KW-1005~Bacterial flagellum biogenesis,KW-1006~Bacterial flagellum protein export,	KW-0282~Flagellum,KW-0472~Membrane,KW-0966~Cell projection,KW-0969~Cilium,KW-0975~Bacterial flagellum,KW-1003~Cell membrane,	KW-0732~Signal,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc01013	flavin reductase family protein(SM2011_RS21610)	Sinorhizobium meliloti 2011			GO:0010181~FMN binding,	IPR002563:Flavin reductase-like, FMN-binding,IPR012349:FMN-binding split barrel,		SM00903:SM00903,							DOMAIN:Flavin_Reduct,
SM_b20198	form I ribulose bisphosphate carboxylase large subunit(SM2011_RS07535)	Sinorhizobium meliloti 2011	GO:0019253~reductive pentose-phosphate cycle,		GO:0000287~magnesium ion binding,GO:0004497~monooxygenase activity,GO:0016984~ribulose-bisphosphate carboxylase activity,	IPR000685:Ribulose bisphosphate carboxylase, large subunit, C-terminal,IPR017443:Ribulose bisphosphate carboxylase, large subunit, ferrodoxin-like N-terminal,IPR020878:Ribulose bisphosphate carboxylase, large chain, active site,IPR020888:Ribulose bisphosphate carboxylase, large subunit,			KW-0113~Calvin cycle,KW-0120~Carbon dioxide fixation,			KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0456~Lyase,KW-0503~Monooxygenase,KW-0560~Oxidoreductase,		ACT_SITE:Proton acceptor,BINDING:Substrate,BINDING:Substrate; in homodimeric partner,DOMAIN:RuBisCO_large,DOMAIN:RuBisCO_large_N,METAL:Magnesium,METAL:Magnesium; via carbamate group,SITE:Transition state stabilizer,
SM_b20202	fructose 1,6-bisphosphatase(C770_RS32685)	Sinorhizobium meliloti GR4	GO:0006094~gluconeogenesis,GO:0016051~carbohydrate biosynthetic process,	GO:0005737~cytoplasm,	GO:0000287~magnesium ion binding,GO:0042132~fructose 1,6-bisphosphate 1-phosphatase activity,	IPR000146:Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase,IPR020548:Fructose-1,6-bisphosphatase, active site,	PIRSF000904:fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase,PIRSF500210:fructose-1,6-bisphosphatase [Parent=PIRSF000904],		KW-0119~Carbohydrate metabolism,	KW-0963~Cytoplasm,		KW-0460~Magnesium,KW-0479~Metal-binding,	KW-0378~Hydrolase,		BINDING:Substrate,DOMAIN:FBPase,DOMAIN:FBPase_C,METAL:Magnesium 1,METAL:Magnesium 1; via carbonyl oxygen,METAL:Magnesium 2,REGION:Substrate binding,
SM_b20585	gamma-glutamyltransferase(ggt)	Sinorhizobium meliloti 2011	GO:0006751~glutathione catabolic process,		GO:0036374~glutathione hydrolase activity,	IPR000101:Gamma-glutamyltranspeptidase,			KW-0317~Glutathione biosynthesis,		KW-0732~Signal,		KW-0378~Hydrolase,KW-0808~Transferase,	KW-0865~Zymogen,
SMc00154	glutathione-disulfide reductase(gor)	Sinorhizobium meliloti 2011	GO:0006749~glutathione metabolic process,GO:0045454~cell redox homeostasis,		GO:0004362~glutathione-disulfide reductase activity,GO:0050660~flavin adenine dinucleotide binding,GO:0050661~NADP binding,	IPR004099:Pyridine nucleotide-disulphide oxidoreductase, dimerisation,IPR006324:Glutathione-disulphide reductase,IPR012999:Pyridine nucleotide-disulphide oxidoreductase, class I, active site,IPR016156:FAD/NAD-linked reductase, dimerisation,IPR023753:Pyridine nucleotide-disulphide oxidoreductase, FAD/NAD(P)-binding domain,	PIRSF000350:mercury(II) reductase, MerA type,					KW-0274~FAD,KW-0520~NAD,KW-0521~NADP,KW-0547~Nucleotide-binding,			ACT_SITE:Proton acceptor,BINDING:FAD,BINDING:FAD; via carbonyl oxygen,BINDING:NAD; via amide nitrogen,DISULFID:Redox-active,DOMAIN:Pyr_redox_2,DOMAIN:Pyr_redox_dim,NP_BIND:FAD,NP_BIND:NAD,
SM_b21091	glycoside hydrolase family 25 protein(SM2011_RS10010)	Sinorhizobium meliloti 2011	GO:0009253~peptidoglycan catabolic process,GO:0016998~cell wall macromolecule catabolic process,		GO:0003796~lysozyme activity,	IPR002053:Glycoside hydrolase, family 25,IPR017853:Glycoside hydrolase, superfamily,IPR018077:Glycoside hydrolase, family 25 subgroup,		SM00641:Glyco_25,					KW-0326~Glycosidase,KW-0378~Hydrolase,
SMc01790	glycosyltransferase family 4 protein(SM2011_RS20575)	Sinorhizobium meliloti 2011			GO:0016757~transferase activity, transferring glycosyl groups,	IPR001296:Glycosyl transferase, family 1,							KW-0808~Transferase,		DOMAIN:Glyco_trans_4-like_N,DOMAIN:Glycos_transf_1,REGION:Disordered,
SMc01221	glycosyltransferase(SM2011_RS22315)	Sinorhizobium meliloti 2011	GO:0009244~lipopolysaccharide core region biosynthetic process,		GO:0016757~transferase activity, transferring glycosyl groups,	IPR001296:Glycosyl transferase, family 1,			KW-0448~Lipopolysaccharide biosynthesis,				KW-0328~Glycosyltransferase,KW-0808~Transferase,		DOMAIN:Glyco_trans_4-like_N,DOMAIN:Glycos_transf_1,
SMc00949	heat shock protein HspQ(hspQ)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,	IPR011722:Hemimethylated DNA-binding domain,		SM00992:SM00992,	KW-0346~Stress response,				KW-0238~DNA-binding,		DOMAIN:YccV-like,
SMa0762	helix-turn-helix domain-containing protein(SM2011_RS02085)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000595:Cyclic nucleotide-binding domain,IPR012318:Helix-turn-helix motif, Crp-type,IPR014710:RmlC-like jelly roll fold,IPR018335:Transcription regulator HTH, Crp-type, conserved site,IPR018490:Cyclic nucleotide-binding-like,		SM00100:cNMP,SM00419:HTH_CRP,					KW-0238~DNA-binding,		DOMAIN:Cyclic nucleotide-binding,DOMAIN:HTH crp-type,
SMa1225	helix-turn-helix domain-containing protein(SM2011_RS03335)	Sinorhizobium meliloti 2011	GO:0009399~nitrogen fixation,		GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,	IPR000595:Cyclic nucleotide-binding domain,IPR012318:Helix-turn-helix motif, Crp-type,IPR014710:RmlC-like jelly roll fold,IPR018335:Transcription regulator HTH, Crp-type, conserved site,IPR018490:Cyclic nucleotide-binding-like,		SM00100:cNMP,SM00419:HTH_CRP,	KW-0535~Nitrogen fixation,KW-0804~Transcription,KW-0805~Transcription regulation,				KW-0010~Activator,KW-0238~DNA-binding,KW-0678~Repressor,		DNA_BIND:H-T-H motif,DOMAIN:HTH crp-type,
SMc00377	helix-turn-helix transcriptional regulator(SM2011_RS15830)	Sinorhizobium meliloti 2011			GO:0003677~DNA binding,	IPR001387:Helix-turn-helix,IPR010982:Lambda repressor-like, DNA-binding domain,		SM00530:HTH_XRE,							DOMAIN:HTH cro/C1-type,
SMc01985	heme-copper oxidase subunit III family protein(SM2011_RS27195)	Sinorhizobium meliloti 2011	GO:0019646~aerobic electron transport chain,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0004129~cytochrome-c oxidase activity,	IPR000298:Cytochrome c oxidase, subunit III,IPR013833:Cytochrome c oxidase, subunit III, 4-helical bundle,IPR024791:Cytochrome c/ubiquinol oxidase subunit III,				KW-0472~Membrane,			KW-0560~Oxidoreductase,		DOMAIN:COX3,TRANSMEM:Helical,
SMa0851	host-specificity nodulation protein HsnD(hsnD)	Sinorhizobium meliloti 2011			GO:0008146~sulfotransferase activity,	IPR000863:Sulfotransferase domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,			KW-0536~Nodulation,				KW-0808~Transferase,		REGION:Hydrophobic,
SinmeB_5232	hypothetical protein(C770_RS18165)	Sinorhizobium meliloti GR4													DOMAIN:SnoaL-like,
SMa1223	hypothetical protein(C770_RS22485)	Sinorhizobium meliloti GR4	GO:0009399~nitrogen fixation,			IPR012349:FMN-binding split barrel,IPR024747:Pyridoxamine 5'-phosphate oxidase-related,			KW-0535~Nitrogen fixation,
SMa1195	hypothetical protein(C770_RS22550)	Sinorhizobium meliloti GR4		GO:0005737~cytoplasm,	GO:0046872~metal ion binding,	IPR012312:Haemerythrin/HHE cation-binding motif,IPR019903:Repair of iron centres family,				KW-0963~Cytoplasm,		KW-0479~Metal-binding,			DOMAIN:Hemerythrin,
SM_b20169	hypothetical protein(C770_RS32815)	Sinorhizobium meliloti GR4									KW-0732~Signal,
SM_b20169	hypothetical protein(SM2011_RS07425)	Sinorhizobium meliloti 2011									KW-0732~Signal,
SMc02854	hypothetical protein(SM2011_RS15235)	Sinorhizobium meliloti 2011									KW-0732~Signal,
SMc00400	hypothetical protein(SM2011_RS15945)	Sinorhizobium meliloti 2011				IPR018976:Peptidase M75, Imelysin,					KW-0175~Coiled coil,KW-0732~Signal,			KW-0449~Lipoprotein,	DOMAIN:Peptidase_M75,
SMc03017	hypothetical protein(SM2011_RS17610)	Sinorhizobium meliloti 2011				IPR017024:Uncharacterised conserved protein UCP034217, Mll2898,	PIRSF034217:uncharacterized conserved protein,
SMc00041	hypothetical protein(SM2011_RS19230)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,
SMc01011	hypothetical protein(SM2011_RS21600)	Sinorhizobium meliloti 2011									KW-0732~Signal,
SMc01180	hypothetical protein(SM2011_RS22570)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SMc01547	hypothetical protein(SM2011_RS26045)	Sinorhizobium meliloti 2011													COMPBIAS:Polar residues,REGION:Disordered,
SMc01517	hypothetical protein(SM2011_RS26705)	Sinorhizobium meliloti 2011													REGION:Disordered,
SMc00655	hypothetical protein(SM2011_RS28220)	Sinorhizobium meliloti 2011								KW-0282~Flagellum,KW-0966~Cell projection,KW-0969~Cilium,	KW-0175~Coiled coil,
SMc03794	hypothetical protein(SM2011_RS30585)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,						KW-0472~Membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,
SinmeB_1263	hypothetical protein(SM2011_RS36920)	Sinorhizobium meliloti 2011									KW-0732~Signal,				REGION:Disordered,
SMa1195	iron-sulfur cluster repair di-iron protein(ric)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0046872~metal ion binding,	IPR012312:Haemerythrin/HHE cation-binding motif,IPR019903:Repair of iron centres family,				KW-0963~Cytoplasm,		KW-0479~Metal-binding,			DOMAIN:Hemerythrin,
SMc00190	kinesin(SM2011_RS23635)	Sinorhizobium meliloti 2011	GO:0006869~lipid transport,GO:0042157~lipoprotein metabolic process,	GO:0005576~extracellular region,GO:0016021~integral component of membrane,	GO:0008289~lipid binding,	IPR000074:Apolipoprotein A1/A4/E,				KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				COMPBIAS:Basic and acidic residues,REGION:Disordered,TRANSMEM:Helical,
SMc01202	lipoprotein(SM2011_RS22420)	Sinorhizobium meliloti 2011									KW-0732~Signal,			KW-0449~Lipoprotein,
SM_b21091	lysozyme(C770_RS30220)	Sinorhizobium meliloti GR4	GO:0009253~peptidoglycan catabolic process,GO:0016998~cell wall macromolecule catabolic process,		GO:0003796~lysozyme activity,	IPR002053:Glycoside hydrolase, family 25,IPR017853:Glycoside hydrolase, superfamily,IPR018077:Glycoside hydrolase, family 25 subgroup,		SM00641:Glyco_25,					KW-0326~Glycosidase,KW-0378~Hydrolase,
SMc02508	manganese/iron ABC transporter ATP-binding protein(SM2011_RS29805)	Sinorhizobium meliloti 2011			GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,					KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,
SMc01501	mannitol dehydrogenase family protein(SM2011_RS26785)	Sinorhizobium meliloti 2011	GO:0019594~mannitol metabolic process,		GO:0016491~oxidoreductase activity,GO:0050086~mannitol 2-dehydrogenase activity,	IPR000669:Mannitol dehydrogenase,IPR008927:6-phosphogluconate dehydrogenase, C-terminal-like,IPR013118:Mannitol dehydrogenase, C-terminal,IPR013131:Mannitol dehydrogenase, N-terminal,IPR013328:Dehydrogenase, multihelical,IPR023027:Mannitol dehydrogenase, conserved site,							KW-0560~Oxidoreductase,		DOMAIN:Mannitol_dh,DOMAIN:Mannitol_dh_C,
SMc02507	metal ABC transporter permease(SM2011_RS29810)	Sinorhizobium meliloti 2011		GO:0005887~integral component of plasma membrane,GO:0043190~ATP-binding cassette (ABC) transporter complex,	GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR001626:ABC-3,			KW-0813~Transport,	KW-0472~Membrane,					TRANSMEM:Helical,
SMc02506	metal ABC transporter permease(SM2011_RS29815)	Sinorhizobium meliloti 2011		GO:0005887~integral component of plasma membrane,GO:0043190~ATP-binding cassette (ABC) transporter complex,	GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR001626:ABC-3,			KW-0813~Transport,	KW-0472~Membrane,					TRANSMEM:Helical,
