ID	Gene Name	Species	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE							
SinmeB_5069	ABC transporter permease(C770_RS20770)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR025966:Oligopeptide transport permease C-like, N-terminal domain,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_5836	ABC transporter permease(C770_RS24135)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_5835	ABC transporter permease(C770_RS24140)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_4752	ABC transporter permease(C770_RS26455)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_4292	ABC transporter permease(C770_RS31805)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_4522	ABC transporter permease(C770_RS32975)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_5069	ABC transporter permease(SM2011_RS05125)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR025966:Oligopeptide transport permease C-like, N-terminal domain,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_4521	ABC transporter permease(SM2011_RS07290)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_4477	ABC transporter permease(SM2011_RS07505)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000412:ABC-2,IPR013525:ABC-2 type transporter,IPR022403:Alcohol ABC transporter, permease protein,	PIRSF006648:ABC-type transport system, permease component, DrrB type,		KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,					DOMAIN:ABC2_membrane,TRANSMEM:Helical,							
SinmeB_4387	ABC transporter permease(SM2011_RS07955)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_3794	ABC transporter permease(SM2011_RS10970)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000412:ABC-2,				KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					TRANSMEM:Helical,							
SinmeB_4801	ABC transporter permease(SM2011_RS13595)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_4752	ABC transporter permease(SM2011_RS13870)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_3128	ABC transporter permease(SM2011_RS14420)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,			KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_0112	ABC transporter permease(SM2011_RS16735)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,			KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,							
SinmeB_1414	ABC transporter permease(SM2011_RS22860)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_1415	ABC transporter permease(SM2011_RS22865)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_1583	ABC transporter permease(SM2011_RS23725)	Sinorhizobium meliloti 2011		GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR003453:Permease domain,			KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,KW-1003~Cell membrane,					TRANSMEM:Helical,							
SinmeB_1637	ABC transporter permease(SM2011_RS23990)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000412:ABC-2,IPR013525:ABC-2 type transporter,	PIRSF006648:ABC-type transport system, permease component, DrrB type,		KW-0813~Transport,	KW-0472~Membrane,KW-0997~Cell inner membrane,					DOMAIN:ABC2_membrane,TRANSMEM:Helical,							
SinmeB_1764	ABC transporter permease(SM2011_RS24310)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_1765	ABC transporter permease(SM2011_RS24315)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,IPR025966:Oligopeptide transport permease C-like, N-terminal domain,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_2090	ABC transporter permease(SM2011_RS25915)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_2091	ABC transporter permease(SM2011_RS25920)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_2403	ABC transporter permease(SM2011_RS27460)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_2967	ABC transporter permease(SM2011_RS30690)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR001851:ABC transporter, permease,			KW-0762~Sugar transport,KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_6268	ABC transporter substrate-binding protein(C770_RS21980)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,IPR023765:Bacterial extracellular solute-binding protein, family 5, conserved site,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,							
SinmeB_4668	ABC transporter substrate-binding protein(C770_RS26010)	Sinorhizobium meliloti GR4		GO:0042597~periplasmic space,		IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_3804	ABC transporter substrate-binding protein(C770_RS29310)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,							
SinmeB_3934	ABC transporter substrate-binding protein(C770_RS29960)	Sinorhizobium meliloti GR4		GO:0042597~periplasmic space,		IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_3945	ABC transporter substrate-binding protein(C770_RS30015)	Sinorhizobium meliloti GR4		GO:0042597~periplasmic space,		IPR001638:Extracellular solute-binding protein, family 3,IPR018313:Extracellular solute-binding protein, family 3, conserved site,		SM00062:PBPb,		KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:PBPb,							
SinmeB_4374	ABC transporter substrate-binding protein(C770_RS32225)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0030288~outer membrane-bounded periplasmic space,		IPR004682:TRAP dicarboxylate transporter,IPR018389:Tripartite ATP-independent periplasmic transporter,	PIRSF006470:C4-dicarboxylate binding protein, DctB type,				KW-0732~Signal,											
SinmeB_4557	ABC transporter substrate-binding protein(SM2011_RS07115)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,							
SinmeB_3746	ABC transporter substrate-binding protein(SM2011_RS11205)	Sinorhizobium meliloti 2011				IPR006311:Twin-arginine translocation pathway, signal sequence,IPR025997:Periplasmic binding protein domain,					KW-0732~Signal,				DOMAIN:Peripla_BP_4,							
SinmeB_0302	ABC transporter substrate-binding protein(SM2011_RS17840)	Sinorhizobium meliloti 2011	GO:0008643~carbohydrate transport,	GO:0042597~periplasmic space,		IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0762~Sugar transport,KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_1741	ABC transporter substrate-binding protein(SM2011_RS24195)	Sinorhizobium meliloti 2011		GO:0042597~periplasmic space,		IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_1763	ABC transporter substrate-binding protein(SM2011_RS24305)	Sinorhizobium meliloti 2011	GO:0055085~transmembrane transport,	GO:0042597~periplasmic space,GO:0043190~ATP-binding cassette (ABC) transporter complex,		IPR000914:Bacterial extracellular solute-binding protein, family 5,IPR023765:Bacterial extracellular solute-binding protein, family 5, conserved site,	PIRSF002741:peptide binding protein, MppA type,			KW-0574~Periplasm,	KW-0732~Signal,				DOMAIN:SBP_bac_5,							
SinmeB_2088	ABC transporter substrate-binding protein(SM2011_RS25905)	Sinorhizobium meliloti 2011	GO:0015846~polyamine transport,	GO:0042597~periplasmic space,	GO:0019808~polyamine binding,	IPR001188:Bacterial periplasmic spermidine/putrescine-binding protein,IPR006059:Bacterial extracellular solute-binding, family 1,			KW-0813~Transport,	KW-0574~Periplasm,	KW-0732~Signal,											
SinmeB_2095	ABC transporter substrate-binding protein(SM2011_RS25940)	Sinorhizobium meliloti 2011				IPR002491:ABC transporter periplasmic binding domain,					KW-0732~Signal,				DOMAIN:Fe/B12 periplasmic-binding,							
SinmeB_2801	ABC transporter substrate-binding protein(SM2011_RS29520)	Sinorhizobium meliloti 2011									KW-0732~Signal,				DOMAIN:Peripla_BP_6,							
SinmeB_3803	ABC transporter(C770_RS29305)	Sinorhizobium meliloti GR4	GO:0055085~transmembrane transport,	GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR000515:Binding-protein-dependent transport systems inner membrane component,			KW-0813~Transport,	KW-0472~Membrane,					DOMAIN:ABC transmembrane type-1,TRANSMEM:Helical,							
SinmeB_4305	ABC transporter(C770_RS31870)	Sinorhizobium meliloti GR4		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,		IPR003838:Permease FtsX-like,IPR025857:MacB-like periplasmic core domain,				KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,				DOMAIN:FtsX,DOMAIN:MacB_PCD,TRANSMEM:Helical,							
SinmeB_2882	ADP-forming succinate--CoA ligase subunit beta(sucC)	Sinorhizobium meliloti 2011	GO:0006099~tricarboxylic acid cycle,		GO:0000287~magnesium ion binding,GO:0004775~succinate-CoA ligase (ADP-forming) activity,GO:0005524~ATP binding,	IPR005809:Succinyl-CoA synthetase, beta subunit,IPR005811:ATP-citrate lyase/succinyl-CoA ligase,IPR011761:ATP-grasp fold,IPR013650:ATP-grasp fold, succinyl-CoA synthetase-type,IPR013815:ATP-grasp fold, subdomain 1,IPR016102:Succinyl-CoA synthetase-like,IPR017866:Succinyl-CoA synthetase, beta subunit, conserved site,	PIRSF001554:succinyl-CoA synthetase, beta subunit,		KW-0816~Tricarboxylic acid cycle,			KW-0067~ATP-binding,KW-0460~Magnesium,KW-0479~Metal-binding,KW-0547~Nucleotide-binding,	KW-0436~Ligase,		BINDING:ATP,BINDING:ATP	 via amide nitrogen,BINDING:Substrate	 shared with subunit alpha,DOMAIN:ATP-grasp,METAL:Magnesium,NP_BIND:ATP,REGION:Substrate binding	 shared with subunit alpha,				
SinmeB_5472	AI-2E family transporter(SM2011_RS00370)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,		IPR002549:Uncharacterised protein family UPF0118,				KW-0472~Membrane,	KW-0812~Transmembrane,				COMPBIAS:Acidic residues,REGION:Disordered,TRANSMEM:Helical,							
SinmeB_1766	ANTAR domain-containing response regulator(SM2011_RS24320)	Sinorhizobium meliloti 2011			GO:0003723~RNA binding,	IPR005561:ANTAR domain,IPR008327:Signal transduction response regulator, antiterminator,IPR011006:CheY-like superfamily,	PIRSF036382:response regulator antiterminator,	SM01012:SM01012,							DOMAIN:ANTAR,							
SinmeB_3199	APC family permease(SM2011_RS14805)	Sinorhizobium meliloti 2011		GO:0005886~plasma membrane,GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR002293:Amino acid/polyamine transporter I,			KW-0813~Transport,	KW-0472~Membrane,KW-1003~Cell membrane,	KW-0812~Transmembrane,KW-1133~Transmembrane helix,				TRANSMEM:Helical,							
SinmeB_3211	APC family permease(SM2011_RS14865)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0022857~transmembrane transporter activity,	IPR002293:Amino acid/polyamine transporter I,				KW-0472~Membrane,	KW-0812~Transmembrane,				TRANSMEM:Helical,							
SinmeB_1803	ASKHA domain-containing protein(SM2011_RS24485)	Sinorhizobium meliloti 2011			GO:0051536~iron-sulfur cluster binding,	IPR001041:2Fe-2S ferredoxin-type domain,IPR012675:Beta-grasp domain,					KW-0175~Coiled coil,				DOMAIN:2Fe-2S ferredoxin-type,							
SinmeB_3298	ATP-binding cassette domain-containing protein(SM2011_RS15310)	Sinorhizobium meliloti 2011		GO:0043190~ATP-binding cassette (ABC) transporter complex,	GO:0005524~ATP binding,GO:0016787~hydrolase activity,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,	IPR003439:ABC transporter-like,IPR003593:AAA+ ATPase domain,IPR008995:Molybdate/tungstate binding, C-terminal,IPR013611:Transport-associated OB, type 2,IPR015855:ABC transporter, maltose/maltodextrin import, MalK,IPR017871:ABC transporter, conserved site,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,	KW-0813~Transport,	KW-0472~Membrane,			KW-0378~Hydrolase,		DOMAIN:ABC transporter,NP_BIND:ATP,							
SinmeB_0646	ATP-binding protein(SM2011_RS19545)	Sinorhizobium meliloti 2011		GO:0016021~integral component of membrane,	GO:0000155~phosphorelay sensor kinase activity,	IPR000014:PAS domain,IPR000700:PAS-associated, C-terminal,IPR001610:PAC motif,IPR003594:Histidine kinase-like ATPase, ATP-binding domain,IPR003661:Signal transduction histidine kinase, subgroup 1, dimerisation/phosphoacceptor domain,IPR004358:Signal transduction histidine kinase-related protein, C-terminal,IPR005467:Signal transduction histidine kinase, core,IPR013655:PAS fold-3,		SM00086:PAC,SM00387:HATPase_c,SM00388:HisKA,		KW-0472~Membrane,	KW-0175~Coiled coil,KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0418~Kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	DOMAIN:Histidine kinase,DOMAIN:PAC,TRANSMEM:Helical,							
SinmeB_0882	ATP-dependent Clp endopeptidase proteolytic subunit ClpP(clpP)	Sinorhizobium meliloti 2011		GO:0005737~cytoplasm,	GO:0004176~ATP-dependent peptidase activity,GO:0004252~serine-type endopeptidase activity,	IPR001907:ClpP,IPR018215:ClpP, active site,IPR023562:Clp protease proteolytic subunit /Translocation-enhancing protein TepA,				KW-0963~Cytoplasm,			KW-0378~Hydrolase,KW-0645~Protease,KW-0720~Serine protease,		ACT_SITE:Nucleophile,							
SinmeB_1118	ATP-dependent Clp protease ATP-binding subunit ClpA(clpA)	Sinorhizobium meliloti 2011	GO:0043335~protein unfolding,		GO:0005524~ATP binding,GO:0008233~peptidase activity,	IPR001270:Chaperonin ClpA/B,IPR003593:AAA+ ATPase domain,IPR003959:ATPase, AAA-type, core,IPR004176:Clp, N-terminal,IPR013461:ATP-dependent Clp protease ATP-binding subunit ClpA,IPR018368:Chaperonin ClpA/B, conserved site,IPR019489:Clp ATPase, C-terminal,IPR027417:P-loop containing nucleoside triphosphate hydrolase,		SM00382:AAA,SM01086:SM01086,				KW-0067~ATP-binding,	KW-0143~Chaperone,KW-0378~Hydrolase,KW-0645~Protease,		COMPBIAS:Basic and acidic residues,DOMAIN:Clp R,REGION:Disordered,							
